0.4351 0.438 0.5752390183789418 0.5751725456291669
0.4353 0.4381 0.5782929188636003 0.5782128246137946
0.4355 0.4382 0.5813335421903139 0.5812417207917849
0.4357 0.4383 0.5843604605916973 0.5842588105897326
0.4359 0.4384 0.5873732545348558 0.5872636714178485
0.4361 0.4385 0.5903715131107626 0.5902558821603068
0.4363 0.4386 0.5933548344053566 0.5932350236719139
0.4365 0.4387 0.5963228258517793 0.5962006792795886
0.4367 0.4388 0.5992751045632388 0.59915243528713
0.4369 0.4389 0.6022112976460522 0.6020898814817346
0.4371 0.439 0.6051310424924847 0.6050126116407152
0.4373 0.4391 0.6080339870530796 0.6079202240368858
0.4375 0.4392 0.6109197900882268 0.610812321941067
0.4377 0.4393 0.6137881213987946 0.6136885141201998
0.4379 0.4394 0.6166386620357113 0.6165484153295504
0.4381 0.4395 0.6194711044884454 0.619391646797545
0.4383 0.4396 0.6222851528523963 0.6222178367017727
0.4385 0.4397 0.6250805229752711 0.6250266206347568
0.4387 0.4398 0.6278569425825772 0.6278176420581257
0.4389 0.4399 0.6306141513824202 0.6305905527438648
0.4391 0.44 0.6333519011498491 0.6333450132013864
0.4393 0.4401 0.6360699557910425 0.6360806930892123
0.4395 0.4402 0.6387680913876819 0.6387972716101221
0.4397 0.4403 0.6414460962218943 0.6414944378886961
0.4399 0.4404 0.6441037707822055 0.6441718913302441
0.4401 0.4405 0.6467409277509701 0.6468293419601896
0.4403 0.4406 0.6493573919737889 0.6494665107430555
0.4405 0.4407 0.6519530004114603 0.6520831298802788
0.4407 0.4408 0.6545276020750377 0.6546789430861575
0.4409 0.4409 0.6570810579445964 0.6572537058413299
0.4411 0.441 0.6596132408723365 0.6598071856232549
0.4413 0.4411 0.6621240354706699 0.6623391621132636
0.4415 0.4412 0.6646133379859602 0.6648494273798246
0.4417 0.4413 0.6670810561585943 0.6673377860377692
0.4419 0.4414 0.6695271090700832 0.6698040553832884
0.4421 0.4415 0.6719514269778951 0.6722480655046188
0.4423 0.4416 0.6743539511387304 0.6746696593684018
0.4425 0.4417 0.676734633620954 0.6770686928817968
0.4427 0.4418 0.6790934371069014 0.6794450349304992
0.4429 0.4419 0.6814303346857734 0.6817985673928981
0.443 0.4419 0.6825905631431172 0.6817985673928981
0.4431 0.442 0.6837453096378299 0.6841291851306798
0.4432 0.442 0.6848945736355783 0.6841291851306798
0.4433 0.4421 0.68603835521059 0.6864367959562644
0.4434 0.4421 0.6871766550382731 0.6864367959562644
0.4435 0.4422 0.6883094743877349 0.6887213205775143
0.4436 0.4422 0.6894368151142112 0.6887213205775143
0.4437 0.4423 0.6905586796514043 0.6909826925202421
0.4438 0.4423 0.6916750710037429 0.6909826925202421
0.4439 0.4424 0.6927859927385615 0.6932208580290872
0.444 0.4424 0.693891448978209 0.6932208580290872
0.4441 0.4425 0.6949914443920912 0.6954357759474006
0.4442 0.4425 0.696085984188649 0.6954357759474006
0.4443 0.4426 0.697175074107281 0.6976274175768238
0.4444 0.4426 0.6982587204102119 0.6976274175768238
0.4445 0.4427 0.6993369298743158 0.6997957665173056
0.4446 0.4427 0.7004097097828916 0.6997957665173056
0.4447 0.4428 0.7014770679174058 0.7019408184883333
0.4448 0.4428 0.7025390125491954 0.7019408184883333
0.4449 0.4429 0.7035955524311437 0.7040625811322111
0.445 0.4429 0.7046466967893319 0.7040625811322111
